State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Arrivals_Qtl
Maharashtra,Solapur,Barshi,Maize,Yellow,FAQ,2026-08-01,1695,2158,1927,608
Maharashtra,Solapur,Barshi,Maize,Yellow,FAQ,2026-07-31,1675,2132,1904,774
Maharashtra,Solapur,Barshi,Maize,Yellow,FAQ,2026-07-30,1671,2126,1899,317
Maharashtra,Solapur,Barshi,Maize,Hybrid,FAQ,2026-07-29,1654,2105,1880,375
Maharashtra,Solapur,Barshi,Maize,Yellow,FAQ,2026-07-28,1679,2138,1909,416
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-26,5701,7256,6479,412
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-25,5760,7331,6546,207
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-24,5791,7370,6581,155
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-23,5813,7398,6606,491
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-22,5774,7349,6562,340
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-21,5846,7441,6644,308
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-20,5804,7387,6596,287
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-19,5832,7423,6628,681
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-18,5878,7481,6680,602
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-17,5888,7495,6692,599
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-16,5888,7495,6692,534
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-15,5897,7506,6702,390
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-14,5900,7509,6705,533
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-13,5868,7469,6669,679
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-12,5926,7543,6735,471
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-11,5925,7542,6734,158
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-10,5863,7462,6663,243
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-09,5907,7518,6713,152
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-08,5866,7467,6667,785
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-07,5852,7448,6650,489
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-06,5866,7467,6667,173
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-05,5901,7510,6706,170
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-04,5862,7461,6662,694
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-03,5851,7446,6649,467
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-02,5800,7383,6592,371
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-08-01,5798,7379,6589,637
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-07-31,5785,7362,6574,544
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-07-30,5778,7353,6566,468
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-07-29,5787,7366,6577,561
Maharashtra,Solapur,Barshi,Cotton,Medium Staple,FAQ,2026-07-28,5727,7290,6509,434
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-26,264,336,300,660
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-25,264,336,300,732
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-24,264,336,300,648
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-23,264,336,300,321
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-22,264,336,300,301
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-21,264,336,300,699
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-20,307,390,349,229
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-19,302,385,344,291
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-18,322,411,367,417
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-17,365,464,415,166
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-16,358,455,407,304
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-15,340,433,387,627
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-14,332,423,378,387
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-13,333,424,379,433
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-12,373,474,424,226
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-11,359,456,408,435
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-10,403,512,458,179
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-09,332,423,378,342
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-08,358,455,407,309
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-07,324,413,369,360
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-06,360,459,410,275
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-05,352,448,400,531
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-04,312,397,355,728
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-03,351,446,399,798
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-02,312,397,355,688
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-08-01,276,351,314,209
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-07-31,272,347,310,476
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-07-30,264,336,300,763
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-07-29,264,336,300,726
Maharashtra,Solapur,Barshi,Sugarcane,Co-86032,FAQ,2026-07-28,264,336,300,378
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-26,4680,5957,5319,496
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-25,4699,5980,5340,500
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-24,4756,6053,5405,256
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-23,4763,6062,5413,304
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-22,4769,6070,5420,552
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-21,4835,6154,5495,488
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-20,4823,6138,5481,770
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-19,4815,6128,5472,130
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-18,4862,6189,5526,188
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-17,4824,6139,5482,166
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-16,4897,6232,5565,216
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-15,4866,6193,5530,566
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-14,4895,6230,5563,362
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-13,4867,6194,5531,480
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-12,4906,6244,5575,374
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-11,4897,6232,5565,661
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-10,4847,6170,5509,520
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-09,4905,6242,5574,481
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-08,4845,6166,5506,619
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-07,4851,6174,5513,323
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-06,4869,6196,5533,404
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-05,4839,6158,5499,652
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-04,4812,6125,5469,171
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-03,4840,6161,5501,633
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-08-02,4826,6143,5485,453
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-08-01,4808,6119,5464,365
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-07-31,4766,6065,5416,132
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-07-30,4742,6035,5389,219
Maharashtra,Solapur,Barshi,Mustard,Black,FAQ,2026-07-29,4721,6008,5365,460
Maharashtra,Solapur,Barshi,Mustard,Yellow,FAQ,2026-07-28,4716,6003,5360,627
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-26,4332,5513,4923,279
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-25,4319,5496,4908,473
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-24,4330,5511,4921,293
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-23,4404,5605,5005,287
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-22,4424,5631,5028,421
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-21,4427,5634,5031,723
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-20,4459,5676,5068,331
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-19,4413,5616,5015,274
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-18,4419,5624,5022,692
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-17,4483,5706,5095,375
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-16,4438,5649,5044,585
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-15,4472,5691,5082,564
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-14,4487,5710,5099,631
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-13,4473,5694,5084,107
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-12,4481,5704,5093,430
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-11,4492,5717,5105,283
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-10,4517,5748,5133,725
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-09,4516,5747,5132,412
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-08,4448,5661,5055,594
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-07,4454,5669,5062,760
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-06,4457,5672,5065,568
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-05,4461,5678,5070,327
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-04,4483,5706,5095,717
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-03,4459,5676,5068,387
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-02,4444,5657,5051,768
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-08-01,4440,5651,5046,233
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-07-31,4379,5574,4977,613
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-07-30,4351,5538,4945,647
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-07-29,4329,5510,4920,647
Maharashtra,Solapur,Barshi,Grapes,Thompson Seedless,FAQ,2026-07-28,4360,5549,4955,616
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-26,5653,7194,6424,625
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-25,5633,7170,6402,641
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-24,5690,7241,6466,289
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-23,5721,7282,6502,203
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-22,5746,7313,6530,111
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-21,5702,7257,6480,350
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-20,5716,7275,6496,585
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-19,5768,7341,6555,660
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-18,5763,7334,6549,428
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-17,5754,7323,6539,125
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-16,5757,7328,6543,680
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-15,5793,7372,6583,581
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-14,5773,7348,6561,751
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-13,5783,7360,6572,677
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-12,5801,7384,6593,787
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-11,5780,7357,6569,506
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-10,5827,7416,6622,790
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-09,5836,7427,6632,277
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-08,5815,7402,6609,493
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-07,5828,7417,6623,572
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-06,5764,7336,6550,455
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-05,5775,7350,6563,735
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-04,5774,7349,6562,572
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-03,5735,7300,6518,425
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-02,5769,7342,6556,651
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-08-01,5756,7325,6541,141
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-07-31,5689,7240,6465,172
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-07-30,5705,7260,6483,756
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-07-29,5640,7179,6410,731
Maharashtra,Solapur,Barshi,Pomegranate,Bhagwa,FAQ,2026-07-28,5645,7184,6415,210
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-26,1855,2360,2108,437
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-25,1896,2413,2155,719
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-24,1882,2395,2139,769
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-23,1907,2428,2168,399
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-22,1959,2494,2227,244
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-21,1953,2486,2220,607
Maharashtra,Aurangabad,Aurangabad,Tomato,Hybrid,FAQ,2026-08-20,1975,2514,2245,113
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-19,1994,2539,2267,306
Maharashtra,Aurangabad,Aurangabad,Tomato,Hybrid,FAQ,2026-08-18,1998,2543,2271,370
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-17,2024,2577,2301,766
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-16,1990,2533,2262,519
Maharashtra,Aurangabad,Aurangabad,Tomato,Hybrid,FAQ,2026-08-15,1994,2537,2266,718
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-14,2052,2611,2332,600
Maharashtra,Aurangabad,Aurangabad,Tomato,Hybrid,FAQ,2026-08-13,2018,2569,2294,640
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-12,2009,2556,2283,410
Maharashtra,Aurangabad,Aurangabad,Tomato,Hybrid,FAQ,2026-08-11,2047,2606,2327,350
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-10,2050,2609,2330,697
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-09,2024,2577,2301,484
Maharashtra,Aurangabad,Aurangabad,Tomato,Hybrid,FAQ,2026-08-08,2009,2556,2283,413
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-07,1977,2516,2247,796
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-06,2006,2553,2280,369
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-05,2024,2577,2301,795
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-04,1975,2514,2245,262
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-08-03,1965,2500,2233,328
Maharashtra,Aurangabad,Aurangabad,Tomato,Hybrid,FAQ,2026-08-02,1936,2465,2201,788
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-08-01,1940,2469,2205,285
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,FAQ,2026-07-31,1953,2486,2220,351
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-07-30,1913,2434,2174,774
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-07-29,1927,2452,2190,609
Maharashtra,Aurangabad,Aurangabad,Tomato,Vaishali,FAQ,2026-07-28,1848,2352,2100,785
Maharashtra,Aurangabad,Aurangabad,Onion,Garwa,FAQ,2026-08-26,1540,1961,1751,409
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-25,1576,2007,1792,172
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-24,1613,2052,1833,495
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-23,1611,2050,1831,740
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-22,1643,2092,1868,567
Maharashtra,Aurangabad,Aurangabad,Onion,Garwa,FAQ,2026-08-21,1608,2047,1828,174
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-08-20,1676,2133,1905,301
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-08-19,1631,2076,1854,599
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-18,1682,2141,1912,320
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-17,1722,2191,1957,416
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-16,1696,2159,1928,142
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-15,1713,2180,1947,354
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-14,1700,2163,1932,721
Maharashtra,Aurangabad,Aurangabad,Onion,Garwa,FAQ,2026-08-13,1704,2169,1937,441
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-12,1707,2172,1940,784
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-08-11,1699,2162,1931,686
Maharashtra,Aurangabad,Aurangabad,Onion,Garwa,FAQ,2026-08-10,1718,2187,1953,221
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-09,1678,2135,1907,357
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-08-08,1692,2153,1923,371
Maharashtra,Aurangabad,Aurangabad,Onion,Garwa,FAQ,2026-08-07,1698,2161,1930,452
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-06,1667,2122,1895,791
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-05,1696,2159,1928,114
Maharashtra,Aurangabad,Aurangabad,Onion,Garwa,FAQ,2026-08-04,1653,2104,1879,739
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-08-03,1687,2148,1918,330
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-08-02,1642,2091,1867,374
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-08-01,1606,2045,1826,391
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-07-31,1596,2031,1814,187
Maharashtra,Aurangabad,Aurangabad,Onion,White,FAQ,2026-07-30,1633,2078,1856,722
Maharashtra,Aurangabad,Aurangabad,Onion,Red,FAQ,2026-07-29,1612,2051,1832,489
Maharashtra,Aurangabad,Aurangabad,Onion,Garwa,FAQ,2026-07-28,1572,2001,1787,281
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-26,2054,2615,2335,190
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-25,2057,2618,2338,680
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-24,2128,2709,2419,194
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-08-23,2137,2720,2429,252
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-08-22,2146,2731,2439,714
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-21,2151,2738,2445,133
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-20,2198,2797,2498,506
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-19,2160,2749,2455,245
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-08-18,2240,2851,2546,568
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-17,2230,2839,2535,668
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-08-16,2207,2810,2509,530
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-15,2215,2820,2518,259
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-14,2218,2823,2521,661
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-13,2208,2811,2510,687
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-12,2260,2877,2569,370
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-11,2233,2842,2538,516
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-08-10,2217,2822,2520,730
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-09,2229,2838,2534,677
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-08-08,2255,2870,2563,557
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-07,2226,2833,2530,599
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-06,2212,2815,2514,621
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-08-05,2226,2833,2530,286
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-04,2230,2839,2535,379
Maharashtra,Aurangabad,Aurangabad,Wheat,FAQ,FAQ,2026-08-03,2179,2774,2477,110
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-02,2207,2810,2509,339
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-08-01,2166,2757,2462,319
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-07-31,2120,2699,2410,556
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-07-30,2136,2719,2428,148
Maharashtra,Aurangabad,Aurangabad,Wheat,Lok-1,FAQ,2026-07-29,2136,2719,2428,779
Maharashtra,Aurangabad,Aurangabad,Wheat,Sharbati,FAQ,2026-07-28,2079,2646,2363,329
Maharashtra,Aurangabad,Aurangabad,Rice,Basmati,FAQ,2026-08-26,2165,2756,2461,348
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-25,2244,2857,2551,393
Maharashtra,Aurangabad,Aurangabad,Rice,Basmati,FAQ,2026-08-24,2223,2830,2527,172
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-23,2239,2850,2545,241
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-22,2278,2899,2589,739
Maharashtra,Aurangabad,Aurangabad,Rice,Paddy(Dpr),FAQ,2026-08-21,2286,2909,2598,131
Maharashtra,Aurangabad,Aurangabad,Rice,Paddy(Dpr),FAQ,2026-08-20,2312,2943,2628,423
Maharashtra,Aurangabad,Aurangabad,Rice,Paddy(Dpr),FAQ,2026-08-19,2317,2950,2634,200
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-18,2368,3015,2692,609
Maharashtra,Aurangabad,Aurangabad,Rice,Paddy(Dpr),FAQ,2026-08-17,2357,3000,2679,175
Maharashtra,Aurangabad,Aurangabad,Rice,Basmati,FAQ,2026-08-16,2367,3012,2690,137
Maharashtra,Aurangabad,Aurangabad,Rice,Basmati,FAQ,2026-08-15,2340,2979,2660,343
Maharashtra,Aurangabad,Aurangabad,Rice,Paddy(Dpr),FAQ,2026-08-14,2395,3048,2722,269
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-13,2380,3029,2705,244
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-12,2365,3010,2688,487
Maharashtra,Aurangabad,Aurangabad,Rice,Basmati,FAQ,2026-08-11,2382,3031,2707,586
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-10,2369,3016,2693,304
Maharashtra,Aurangabad,Aurangabad,Rice,Basmati,FAQ,2026-08-09,2369,3016,2693,152
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-08,2339,2978,2659,591
Maharashtra,Aurangabad,Aurangabad,Rice,Swarna,FAQ,2026-08-07,2327,2962,2645,334
